Date,kmeans_regime,gmm_regime,gmm_prob_0,gmm_prob_1,gmm_prob_2
1993-12-23,0,1,3.599141620088561e-11,0.9999999999640075,3.53006591341248e-24
1993-12-27,0,1,1.755420975464853e-11,0.999999999982446,1.9418017373867967e-24
1993-12-28,0,1,8.653798721745696e-12,0.9999999999913456,4.167488418281657e-25
1993-12-29,0,1,1.8374119051554057e-11,0.9999999999816254,3.7931142500735304e-25
1993-12-30,0,1,6.728220944738155e-11,0.9999999999327187,8.004200588950244e-25
1993-12-31,0,1,2.389777708352547e-10,0.9999999997610232,4.2521762118662105e-24
1994-01-03,0,1,5.471034420717757e-10,0.9999999994528963,1.8578021314571992e-23
1994-01-04,0,1,8.35387609860308e-10,0.9999999991646114,1.712389057208173e-22
1994-01-05,0,1,2.9377133544218466e-10,0.9999999997062297,3.7332377570151724e-23
1994-01-06,0,1,1.5803323092962193e-10,0.9999999998419682,2.5504288699132413e-24
1994-01-07,0,1,2.5099882400665845e-10,0.9999999997490008,1.516280588630902e-24
1994-01-10,0,1,2.8839753435071656e-10,0.9999999997116014,1.721702815877111e-25
1994-01-11,0,1,3.156484011462557e-10,0.999999999684352,7.156656656989925e-26
1994-01-12,0,1,4.436702673000902e-10,0.99999999955633,3.4109435750878744e-25
1994-01-13,0,1,5.317771535753811e-10,0.9999999994682227,6.228771878175427e-25
1994-01-14,0,1,5.117022127818159e-10,0.9999999994882991,1.2323879032642352e-24
1994-01-17,0,1,7.449273822355566e-11,0.9999999999255067,1.163244581098877e-25
1994-01-18,0,1,5.077427238065749e-11,0.9999999999492246,2.2461839554976133e-24
1994-01-19,0,1,1.4457595503796708e-11,0.999999999985544,9.263523682175272e-25
1994-01-20,0,1,7.676810642820449e-12,0.9999999999923226,6.182616674256491e-25
1994-01-21,0,1,2.100167394777886e-12,0.9999999999979003,2.579090541508751e-25
1994-01-24,0,1,1.356518842401001e-12,0.9999999999986429,1.1330035955605005e-25
1994-01-25,0,1,1.7704723886386125e-12,0.9999999999982307,1.527423674129974e-24
1994-01-26,0,1,4.4156372517978104e-13,0.9999999999995595,1.3332450160470384e-24
1994-01-27,0,1,2.0091260327267036e-13,0.9999999999997975,5.309935786089766e-26
1994-01-28,0,1,7.982063522510485e-14,0.9999999999999218,1.904349061106757e-28
1994-01-31,0,1,2.1762930338554002e-14,0.9999999999999787,4.9598604809078356e-30
1994-02-01,0,1,2.868290968410133e-14,0.9999999999999716,5.326283952649502e-31
1994-02-02,0,1,1.5793109898446667e-14,0.9999999999999858,6.627228871210405e-32
1994-02-03,0,1,4.161553803679487e-14,0.9999999999999574,3.43106713764228e-33
1994-02-04,0,1,7.947533913584709e-14,0.9999999999999218,1.4301510408513291e-33
1994-02-07,0,0,0.9999526860771054,4.7313922894153574e-05,2.3171686526676055e-24
1994-02-08,0,0,0.9999999999999987,1.3628111086579434e-15,4.8732888476952455e-28
1994-02-09,0,0,0.9999999999926086,7.391603532581712e-12,5.544718471973766e-29
1994-02-10,0,0,0.9999999997533289,2.4667075216181535e-10,3.23346157618447e-29
1994-02-11,0,0,0.9999993640316125,6.359683873655661e-07,4.4690762462205033e-29
1994-02-14,0,0,0.9999999829529643,1.70470356105681e-08,1.5442078626562113e-28
1994-02-15,0,0,0.9999999999242632,7.573589032936287e-11,3.649971752733092e-28
1994-02-16,1,0,0.999999999986187,1.3812196784504423e-11,1.2394919791569631e-27
1994-02-17,1,0,0.9999999999998614,1.3791105229410939e-13,3.898746125154885e-27
1994-02-18,1,0,0.9999999999998899,1.0975371738410823e-13,1.6285562351129797e-26
1994-02-22,1,0,0.9999999999999929,7.507762077863694e-15,5.871172248833353e-26
1994-02-23,1,0,1.0,7.901928329445522e-16,1.0959462672828145e-25
1994-02-24,1,0,1.0,2.378212509255528e-17,2.3036139904024506e-25
1994-02-25,1,0,1.0,6.069731409728736e-19,2.907216844247725e-24
1994-02-28,1,0,0.9999999999999964,3.2954119544649867e-15,1.2864153828371153e-23
1994-03-01,1,0,1.0,7.188798199222861e-16,3.3088522003657414e-23
1994-03-02,1,0,0.999999999999984,1.6512168780660972e-14,2.2900958778038577e-22
1994-03-03,1,0,0.9999999999999751,2.40895616847332e-14,3.4157632125840755e-22
1994-03-04,1,0,0.9999999999999041,9.67281841549165e-14,5.641337976574793e-22
1994-03-07,1,0,0.9999999999999822,1.7063309557507467e-14,2.7631760866721466e-22
1994-03-08,1,0,1.0,3.3550477225966335e-17,2.65501984762508e-24
1994-03-09,1,0,1.0,1.326691335856615e-16,9.544496358040793e-25
1994-03-10,1,0,0.999999999999984,1.6816440594641654e-14,5.675480172523754e-26
1994-03-11,1,0,1.0,8.840996946876556e-20,1.2375415452143383e-25
1994-03-14,1,0,1.0,4.3855172847101285e-42,4.056657437792868e-27
1994-03-15,1,0,1.0,2.2588795021933665e-152,1.3453854061815375e-29
1994-03-16,1,0,1.0,3.3268644680251496e-257,3.049024090898224e-32
1994-03-17,1,0,1.0,0.0,8.07587820657158e-41
1994-03-18,1,0,1.0,0.0,2.086224811906222e-49
1994-03-21,1,0,1.0,0.0,1.536176277316418e-67
1994-03-22,1,0,1.0,0.0,9.705146398227212e-86
1994-03-23,1,0,1.0,0.0,1.375214346258467e-68
1994-03-24,1,0,1.0,0.0,1.0131238241299791e-54
1994-03-25,1,0,1.0,0.0,7.448951145716397e-53
1994-03-28,1,0,1.0,0.0,6.043114635438678e-43
1994-03-29,1,0,1.0,0.0,9.316839856173157e-40
1994-03-30,1,0,1.0,0.0,1.2274449571741093e-37
1994-03-31,1,0,1.0,0.0,1.98585468427373e-34
1994-04-04,1,0,1.0,0.0,5.814694789147559e-31
1994-04-05,1,0,1.0,0.0,1.4955377831935885e-29
1994-04-06,1,0,1.0,6.264732156268512e-245,1.32582734739465e-16
1994-04-07,1,0,0.9999999999863256,1.755181727905503e-92,1.3675264025472847e-11
1994-04-08,1,0,0.999999995236486,2.953246048000536e-30,4.763513928433052e-09
1994-04-11,1,0,0.9999999004365204,7.516142525151424e-10,9.881186536180934e-08
1994-04-12,1,0,0.7217675184845934,0.27823179715228635,6.843631205352076e-07
1994-04-13,1,1,0.0005097080457568716,0.9994902863300784,5.624163998500422e-09
1994-04-14,1,1,2.1630023540113385e-05,0.9999783689179403,1.0585195757155746e-09
1994-04-15,1,1,1.7671526730513445e-06,0.9999982318524481,9.948791946715822e-10
1994-04-18,1,1,4.2829716376123716e-07,0.9999995698583214,1.8445153892811576e-09
1994-04-19,1,1,2.1756320514930825e-07,0.9999997731546086,9.28218561031845e-09
1994-04-20,1,1,4.842101991270217e-08,0.99999993943276,1.2146220555745423e-08
1994-04-21,1,1,2.5481026681294507e-08,0.9999999566233813,1.789559138135308e-08
1994-04-22,1,1,1.2869004283290778e-09,0.9999999958652754,2.847824536466217e-09
1994-04-25,0,1,9.687234478088989e-10,0.9999999971923987,1.838877848622151e-09
1994-04-26,0,1,1.1241326766505907e-09,0.9999999980606873,8.151799590466159e-10
1994-04-28,0,1,8.495224211988328e-10,0.9999999984731875,6.772901640013852e-10
1994-04-29,0,1,1.274321852396355e-09,0.9999999971901179,1.5355596380566836e-09
1994-05-02,0,1,1.164067506573458e-09,0.9999999979139744,9.219574669353254e-10
1994-05-03,0,1,2.794083402053913e-09,0.9999999963618116,8.44105329201307e-10
1994-05-04,0,1,1.7578839338405473e-10,0.9999999995476241,2.7658836740754767e-10
1994-05-05,0,1,3.5723659764176665e-10,0.9999999994934559,1.4930812680221477e-10
1994-05-06,0,1,3.0303570577748424e-10,0.9999999996066737,9.029120979234073e-11
1994-05-09,0,1,1.506581286745452e-10,0.9999999994730331,3.763084011505483e-10
1994-05-10,0,1,3.7783490108926854e-10,0.9999999967151005,2.9070638877659964e-09
1994-05-11,0,1,1.8121832122060534e-11,0.9999999998499671,1.3191025389871134e-10
1994-05-12,0,1,1.3573969048537945e-11,0.9999999998373443,1.4908168394975473e-10
1994-05-13,0,1,1.8112171156153112e-12,0.9999999999308429,6.734601401363025e-11
1994-05-16,0,1,6.384486103230884e-14,0.999999999988944,1.0993447201516101e-11
1994-05-17,0,1,1.629329883913741e-14,0.9999999999920384,7.946037209011035e-12
1994-05-18,0,1,1.7529475061471815e-15,0.9999999999992433,7.543482420932428e-13
1994-05-19,0,1,1.542769663784957e-15,0.9999999999999929,6.58190394805701e-15
1994-05-20,0,1,6.893035697369352e-15,0.9999999999999929,1.084786777352355e-15
1994-05-23,0,1,1.6864413519738544e-14,0.9999999999999822,1.1153349079614647e-15
1994-05-24,0,1,7.780468568439605e-14,0.9999999999999183,3.4099476215998542e-15
1994-05-25,0,1,4.810294054073062e-14,0.9999999999999503,3.1111066488035994e-16
1994-05-26,0,1,1.3775155656789975e-13,0.9999999999998614,7.566895598752963e-17
1994-05-27,0,1,9.6016221580069e-13,0.9999999999990408,3.7891675973746283e-17
1994-05-31,0,1,4.519018345361668e-12,0.999999999995481,1.3867349966678704e-17
1994-06-01,0,1,3.564531152745382e-11,0.9999999999643556,2.838158286355891e-17
1994-06-02,0,1,1.350694953242747e-10,0.9999999998649294,5.617626647389068e-18
1994-06-03,0,1,1.187132782941669e-09,0.9999999988128678,1.6499146877797134e-18
1994-06-06,0,1,5.8405086637569885e-09,0.9999999941594915,9.463561852888939e-20
1994-06-07,0,1,1.2105142616112758e-07,0.9999998789485753,5.552886011215844e-20
1994-06-08,0,1,9.835448463053726e-07,0.9999990164551532,1.835741173980405e-20
1994-06-09,0,1,9.987440612807545e-07,0.9999990012559379,3.1577084721199707e-21
1994-06-10,0,1,3.765340323785774e-06,0.9999962346596772,8.510944615987448e-21
1994-06-13,0,1,6.650782844666683e-07,0.9999993349217151,1.3073124555532852e-21
1994-06-14,0,1,2.1276945108987076e-07,0.9999997872305477,3.6214795995151974e-22
1994-06-15,0,1,2.1298809861529666e-07,0.9999997870119031,1.439520196471567e-23
1994-06-16,0,1,3.860630692591025e-07,0.9999996139369322,3.907186378052767e-24
1994-06-17,0,1,3.8178783236531e-07,0.9999996182121667,3.806480271381893e-25
1994-06-20,0,1,1.1504539825000665e-05,0.9999884954601739,7.70622129390039e-24
1994-06-21,0,1,3.3184068471726505e-05,0.9999668159315294,7.364678719169175e-23
1994-06-22,0,1,2.7292846784220392e-05,0.9999727071532163,2.242098740255553e-22
1994-06-23,0,1,2.4545336921148878e-05,0.9999754546630797,7.632596909406756e-24
1994-06-24,0,1,1.4098946364405464e-05,0.9999859010536344,4.288277078050583e-24
1994-06-27,0,1,0.00024235521561239193,0.9997576447843886,4.445777823259988e-20
1994-06-28,0,1,0.00023604855051099355,0.9997639514494873,6.217211817391174e-22
1994-06-29,0,1,0.0001029415103683396,0.9998970584896303,2.2268070757323996e-22
1994-06-30,0,1,6.153908468926857e-05,0.9999384609153098,1.8930902122727796e-22
1994-07-01,0,1,4.4529194057847096e-05,0.9999554708059417,1.9820668820653095e-21
1994-07-05,0,1,2.2706888575138185e-05,0.9999772931114235,5.022609974835342e-21
1994-07-06,0,1,2.5167619375889056e-05,0.9999748323806227,2.2988738285302682e-20
1994-07-07,0,1,1.2828590792120324e-05,0.9999871714092086,2.772092199532535e-20
1994-07-08,0,1,3.1634643202585e-06,0.9999968365356808,8.021664732326984e-21
1994-07-11,0,1,7.323627079674988e-07,0.9999992676372909,4.2828782176381035e-21
1994-07-12,0,1,7.318052571576424e-07,0.9999992681947432,2.761626054403617e-20
1994-07-13,0,1,2.1341176016139922e-07,0.9999997865882385,4.10302514844835e-20
1994-07-14,0,1,4.9873759800670605e-08,0.9999999501262392,8.593307526291096e-20
1994-07-15,1,1,5.5535817633721574e-09,0.9999999944464193,1.2785179684723018e-20
1994-07-18,1,1,2.2177332758588188e-09,0.9999999977822682,1.926676584800803e-20
1994-07-19,1,1,2.4417459939602106e-09,0.9999999975582554,1.8389173585751674e-20
1994-07-20,1,1,3.087594412370543e-09,0.999999996912404,2.5140270543305055e-20
1994-07-21,1,1,1.0733867163104027e-08,0.9999999892661329,5.310032340645977e-20
1994-07-22,1,1,2.2047701651686024e-08,0.9999999779522997,6.505783884570738e-20
1994-07-25,1,1,6.017228043161819e-07,0.9999993982771967,3.2762738937654387e-19
1994-07-26,1,1,3.0298553575894923e-06,0.9999969701446431,4.977498748526938e-19
1994-07-27,1,1,1.607099482422249e-06,0.9999983929005172,1.1531492685813194e-19
1994-07-28,1,1,6.840517891048458e-06,0.9999931594821074,2.9929772775825663e-19
1994-07-29,1,1,6.538476878861383e-06,0.9999934615231211,2.2870719796335763e-19
1994-08-01,1,1,4.377522809471456e-06,0.9999956224771896,1.2599878398785127e-19
1994-08-02,0,1,3.099164695039853e-06,0.9999969008353053,8.440491796504215e-21
1994-08-03,0,1,2.9352691441056686e-06,0.9999970647308543,2.634992229003965e-21
1994-08-04,0,1,2.9588995918760333e-06,0.9999970411004077,1.4817482661450644e-21
1994-08-05,0,1,3.2719296740022453e-06,0.9999967280703276,2.6200154007102035e-21
1994-08-08,0,1,1.83349924103806e-06,0.99999816650076,3.848858302910733e-21
1994-08-09,0,1,1.0899430200647291e-06,0.9999989100569813,2.2338168453201655e-21
1994-08-10,0,1,9.437735600900412e-07,0.9999990562264406,6.808922261715412e-22
1994-08-11,0,1,4.2186906290683664e-07,0.9999995781309361,3.341139537934082e-23
1994-08-12,0,1,4.4706200619424007e-07,0.9999995529379935,1.6863406194945137e-23
1994-08-15,0,1,1.4194165802524044e-07,0.999999858058341,3.9356785869417517e-25
1994-08-16,0,1,4.129463417821581e-07,0.999999587053658,7.205279000633226e-25
1994-08-17,0,1,2.232829502531583e-07,0.9999997767170506,1.7159261313922797e-26
1994-08-18,0,1,3.3306017286760275e-07,0.9999996669398272,3.8810557686915494e-27
1994-08-19,0,1,5.390983633320801e-07,0.9999994609016373,2.681908169477415e-27
1994-08-22,0,1,1.0202123042585593e-06,0.9999989797876959,2.519084244444359e-27
1994-08-23,0,1,6.869223125650844e-07,0.9999993130776886,4.166964155218736e-28
1994-08-24,0,1,2.7007373436691887e-07,0.9999997299262668,3.272891991798331e-30
1994-08-25,0,1,3.3440834111124397e-07,0.9999996655916581,1.8574782245315398e-31
1994-08-26,0,1,2.464550799766694e-07,0.9999997535449217,3.2687507930870865e-31
1994-08-29,0,1,7.702005742667647e-08,0.9999999229799416,7.003488589254547e-32
1994-08-30,0,1,1.860758072736689e-08,0.9999999813924207,2.661105739595145e-32
1994-08-31,0,1,5.5217962876167135e-09,0.9999999944782054,3.088125598226824e-33
1994-09-01,0,1,4.2070734148469005e-09,0.9999999957929262,1.020247057243046e-32
1994-09-02,0,1,1.2772963808051852e-09,0.9999999987227035,4.519021361926892e-33
1994-09-06,0,1,5.118900334933031e-10,0.9999999994881108,1.60081874860898e-33
1994-09-07,0,1,1.5375202795078915e-09,0.9999999984624814,2.547070532274046e-33
1994-09-08,0,1,2.3884524994878606e-09,0.9999999976115461,5.578676792771171e-33
1994-09-09,0,1,3.6002830953106664e-09,0.9999999963997155,9.134038720313565e-33
1994-09-12,0,1,3.2340076743721445e-08,0.999999967659925,1.5720102246051338e-31
1994-09-13,0,1,1.1563154077090623e-07,0.9999998843684597,3.230214361940336e-30
1994-09-14,0,1,2.2883552068319844e-07,0.9999997711644801,1.3689966528265984e-30
1994-09-15,0,1,3.52247291831684e-07,0.9999996477527072,2.614411910299808e-30
1994-09-16,0,1,2.3647682967481648e-07,0.9999997635231703,1.6015890364947107e-31
1994-09-19,0,1,6.219301819918052e-07,0.9999993780698178,2.5614728611427994e-30
1994-09-20,0,1,8.464930701875854e-07,0.99999915350693,1.2877315729464718e-29
1994-09-21,0,1,1.7575369595615825e-05,0.9999824246304044,4.1453843201578686e-27
1994-09-22,0,1,1.0736830327791216e-05,0.9999892631696713,3.939125171253642e-26
1994-09-23,0,1,7.814324473707021e-06,0.9999921856755272,5.665215345348475e-25
1994-09-26,0,1,8.167561253046847e-06,0.999991832438747,1.0945134488090732e-23
1994-09-27,0,1,1.5763067991110525e-05,0.9999842369320079,2.848408048916854e-22
1994-09-28,0,1,7.506827930979491e-06,0.999992493172069,6.753907568471813e-22
1994-09-29,0,1,2.2774324915556238e-06,0.9999977225675102,1.0608054536637008e-21
1994-09-30,0,1,3.6623106827542838e-06,0.9999963376893165,1.5673241888487956e-20
1994-10-03,0,1,6.4793240500202125e-06,0.9999935206759517,4.1831838547403936e-20
1994-10-04,0,1,2.5657119711870718e-05,0.9999743428802871,2.1532578641178882e-19
1994-10-05,0,1,5.80213077249585e-05,0.9999419786922742,2.2047697454010697e-18
1994-10-06,0,1,8.830872595848654e-06,0.9999911691274028,8.789495638183058e-19
1994-10-07,0,1,5.945843525488657e-06,0.9999940541564759,7.790397602098779e-18
1994-10-10,0,1,1.3753196840041407e-06,0.9999986246803169,1.2164226630246501e-18
1994-10-11,0,1,1.0010774830928505e-06,0.9999989989225179,5.720735305666316e-19
1994-10-12,0,1,3.6627962569455456e-07,0.9999996337203743,2.9989743424260495e-19
1994-10-13,0,1,9.603708620329984e-07,0.9999990396291374,3.955076369214085e-18
1994-10-14,0,1,2.3710397029231525e-06,0.9999976289602984,4.736303682710353e-17
1994-10-17,1,1,1.273263209681174e-06,0.9999987267367919,1.0049040303385527e-17
1994-10-18,1,1,8.562108829346431e-06,0.99999143789117,3.423599158696574e-17
1994-10-19,1,1,3.1828329010159754e-05,0.9999681716709897,3.6759567856603243e-17
1994-10-20,1,1,0.00018464579843361427,0.9998153542015681,9.664972081209342e-18
1994-10-21,1,1,0.0003785602899435191,0.9996214397100561,4.541725518502355e-18
1994-10-24,1,1,0.0003498698609281298,0.9996501301390709,1.2159140888637601e-18
1994-10-25,1,1,0.0008540275585137631,0.9991459724414872,5.411634652850847e-18
1994-10-26,1,1,0.0003005396017170516,0.999699460398282,5.76337377618994e-19
1994-10-27,1,1,0.0004061984524654727,0.9995938015475343,2.7748754275764114e-19
1994-10-28,1,1,0.0016456524996198744,0.9983543475003811,1.556135185239267e-19
1994-10-31,1,1,0.0028056270413689085,0.9971943729586329,2.5179418599121824e-20
1994-11-01,1,1,0.0069905122263676355,0.9930094877736315,2.7464753593716466e-20
1994-11-02,1,1,0.10300724161230261,0.896992758387698,9.581472653261364e-20
1994-11-03,1,1,0.09901144408141505,0.9009885559185848,2.4490606499048075e-20
1994-11-04,1,1,0.08472268191884301,0.915277318081156,2.590532766012247e-21
1994-11-07,1,1,0.058209798410590374,0.9417902015894113,9.378465232444751e-21
1994-11-08,1,1,0.025913191242378543,0.9740868087576208,1.7211567666919236e-20
1994-11-09,1,1,0.006388385568802412,0.9936116144311976,3.8434298481020104e-21
1994-11-10,1,1,0.004915308371171074,0.9950846916288273,1.1913636902501666e-21
1994-11-11,1,1,0.0020648548670205856,0.997935145132978,1.82503914242581e-21
1994-11-14,1,1,0.0013802103670891219,0.9986197896329093,6.280343671490758e-21
1994-11-15,1,1,0.0022146195898400172,0.9977853804101594,4.765225220548475e-21
1994-11-16,1,1,0.0008103441764691307,0.9991896558235304,3.0673620688351755e-21
1994-11-17,0,1,0.0001581457751363809,0.9998418542248645,1.8269628459610564e-21
1994-11-18,0,1,8.610283603871976e-05,0.999913897163961,8.25573760019617e-22
1994-11-21,0,1,4.963810462649511e-05,0.9999503618953739,4.352221640552643e-22
1994-11-22,0,1,2.8309188454124335e-05,0.9999716908115474,3.5368599549205924e-22
1994-11-23,0,1,0.0001443523406489328,0.9998556476593503,1.2012685817311926e-20
1994-11-25,0,1,0.00013072643808947795,0.9998692735619098,3.6540903649767527e-19
1994-11-28,0,1,1.3336823067229524e-05,0.9999866631769312,1.4023268173125466e-18
1994-11-29,0,1,1.8313468141804983e-05,0.9999816865318574,4.143675242619802e-17
1994-11-30,0,1,3.128016374102432e-06,0.9999968719836263,4.029582347658469e-16
1994-12-01,0,1,4.687413193272173e-06,0.9999953125867985,8.434706586881443e-15
1994-12-02,0,1,5.194451935337525e-06,0.9999948055480361,2.842776441651631e-14
1994-12-05,0,1,4.132028448463928e-06,0.9999958679714208,1.3080980875648313e-13
1994-12-06,0,1,7.432557789818539e-06,0.9999925674416491,5.610244771293516e-13
1994-12-07,0,1,7.497093010661212e-06,0.9999925029063497,6.378709023698915e-13
1994-12-08,0,1,4.704620148638441e-06,0.9999952953788808,9.705671445696588e-13
1994-12-09,0,1,7.768969851988027e-06,0.9999922310283066,1.8399889567749286e-12
1994-12-12,0,1,1.4587218433865288e-07,0.9999998541277684,4.879432576446404e-14
1994-12-13,0,1,9.312988279997238e-09,0.9999999906870052,6.304167653563648e-15
1994-12-14,0,1,4.741617667790728e-10,0.9999999995258371,1.9595074071751177e-15
1994-12-15,0,1,7.439313505106453e-11,0.9999999999256062,7.51438598481124e-16
1994-12-16,0,1,4.278621793606186e-12,0.9999999999957225,1.513455697187384e-16
1994-12-19,0,1,1.7268109700202085e-12,0.9999999999982734,8.021277221860987e-17
1994-12-20,1,1,5.927217653798376e-13,0.9999999999994067,6.458940260107541e-17
1994-12-21,1,1,9.7884665131382e-13,0.9999999999990195,1.2427325348759814e-16
1994-12-22,1,1,5.476273049582172e-13,0.9999999999994529,8.6065443416609e-18
1994-12-23,1,1,2.90982204062689e-12,0.9999999999970903,2.6620303926594666e-18
